"MFCC_1","MFCC_2","MFCC_3","MFCC_4","MFCC_5","MFCC_6","MFCC_7","MFCC_8","MFCC_9","MFCC_10","MFCC_11","MFCC_12","MFCC_13","species"
-51.5961931371375,5.73832119324029,5.29174377051525,-1.18449822801116,-0.481485185309316,0.427107814906224,1.44141543594921,2.33337052916998,-1.35545869239344,6.10047548842491,-1.91391237939862,4.79837550170165,0.762928782740868,"AMRO"
-51.8478413474719,5.08848808842641,5.40857269990098,-0.734839925661636,-0.283169923239692,1.62954291559872,2.76731359013026,3.94375886340498,-2.35540679954871,3.94225149824601,-2.44514877229387,3.46437541733236,-0.901815601733494,"AMRO"
-51.4755257866818,4.8206278325161,4.17364498414843,-2.97483448920193,-1.57760089128498,2.13645938538564,2.12289688615511,5.47552822340752,-1.9338589681469,2.89861176742576,-3.89860199476253,-0.10129534982621,-2.06622848047514,"AMRO"
-51.8092127432496,4.21614031692479,3.44681718926981,-1.64947545956745,-1.96634546905796,1.23399929132911,2.3981354305029,6.11743254250457,0.851293601945209,6.88517351268895,-0.0781518702834318,2.08155751519979,-2.43168258887741,"AMRO"
-51.6042395886839,3.7348670412948,3.32894512207359,0.169059201228977,-0.583557441699869,2.29216766857367,5.02964609910081,3.84878205752617,-0.306748954535919,4.72867072146349,-3.9942428125754,2.58572667907355,-0.302171045960734,"AMRO"
-50.9002910092118,4.96248732535462,4.96737428598551,-2.30262588966976,-1.23206389064482,0.45119327752477,2.01834798746851,2.80982289119401,-1.77391754327731,3.46440906339161,-2.61242192371187,3.1204617830174,0.863408879849275,"AMRO"
-50.8978018573637,3.86997168211985,5.2536106325759,-1.93390404455264,-2.35072133426705,1.83167346177724,-0.641177083053277,6.14564283385105,-0.7325044914648,5.52603763588723,-3.03753861904986,3.42458263555897,0.981335600221931,"AMRO"
-51.376738428704,3.22319283894288,4.05596563548688,-2.58369561871499,-2.85355282377741,1.76552422196883,1.92810293818239,6.67276687662803,0.0788226409886715,6.73051095529613,-1.72171618609182,3.44089328597555,0.663072895000273,"AMRO"
-52.3741690049605,3.37040008052083,3.16109496054407,-3.50038170407761,-2.68658668088258,1.47720036045473,-0.205407688532078,5.44767215239374,2.58505156640209,8.6185680834295,1.21226584396295,4.73546306120064,2.0292390447765,"AMRO"
-52.224813834191,3.16037395503449,3.61292576874411,-4.15017773944942,0.142096780824095,2.1136451930691,1.6043692306631,3.24389309725175,1.88047910640007,5.29365954364392,-1.55931316271868,3.39528077653854,1.58188502597866,"AMRO"
-52.0813271542093,4.1391724894705,5.08110064321274,-3.8157500416978,0.567588253203055,1.78008894080031,3.16436363711015,3.80729118043016,2.41556450706598,4.59760040410993,-0.236043717827241,2.83373608838428,-0.0761842215506826,"AMRO"
-51.0360909912171,3.08081496230052,4.19790615471928,-1.01292860834464,-1.94129277628809,1.35273098419371,4.51645189247946,0.0570100236640882,-2.14901673138747,3.08394111418627,-3.57396642803154,2.59353806698252,-0.282155464070025,"AMRO"
-50.741548943513,2.9610641336231,4.61365184899063,-0.0117209934623492,-3.65251569037476,-0.541012744779413,1.04072127419604,0.195299855087577,-2.48301433617039,5.88675868001213,-3.42631261282707,4.84231823578812,1.79280581346998,"AMRO"
-50.6196660105253,3.1552165235663,3.78874164300261,-1.96504093366697,-2.31671938951741,1.96550456194589,3.81991731735247,1.22264137536601,0.498471162127191,6.92085147945953,-1.34646351250929,4.93106342881189,2.06008387898483,"AMRO"
-50.9537072149257,3.81822509429152,4.35888075090924,-2.28150396794933,-1.43171923671064,1.1784413134938,0.901430808189475,-0.169506668696804,0.914895858111774,6.33691539682248,-3.59230900498921,5.38487283820168,0.367763669963688,"AMRO"
-51.1864831306486,3.69488175885308,4.19566634974327,-1.91672827198217,-0.0127997109921781,1.55977445219948,2.58129922562979,2.11265486284124,0.717280079115304,6.32876717998272,-2.32469164519914,4.93710004663257,0.960070858241091,"AMRO"
-50.7394817808996,3.69679341313066,5.27766029633297,-3.45135343088838,-1.44923771635342,1.30204871983734,3.99104966917563,3.24308669420052,1.46702375896946,6.1181003236898,-2.51023692406474,5.15416754222624,2.02665907297135,"AMRO"
-51.0090974861641,4.13691552965316,5.07929528564566,-3.34316155141337,-0.766343487984912,2.18350986828392,3.52186727113435,2.48013808058943,-1.11525920336573,3.59066643187737,-2.24576006583611,2.4593563817821,0.892931740474736,"AMRO"
-51.5548038270141,4.26415606853636,4.68224970671935,-2.68783043072261,0.390661446997362,1.04774118603339,1.1600027227723,2.43542289002062,-0.376461121188776,5.31781052732621,-3.36554733286617,3.95777710671337,2.36692210579943,"AMRO"
-52.0354911623182,3.97698859559543,4.33210613131526,-2.76193863634205,0.733770599740507,3.70984424434687,0.833654075331338,2.67872550412061,-0.387005113379999,6.660781481525,-4.81273704089459,4.45280162596862,0.731394703321195,"AMRO"
-51.5534682011229,3.64916172345825,4.12466062208215,-2.76450171921792,-1.98777758279476,2.0926137496527,0.322717531239368,3.97519007463329,-1.68910048938522,5.80123212572866,-3.27187608812373,4.56944763432971,1.8806040192916,"AMRO"
-51.0747877341383,2.24069039102054,5.03366105976449,-1.19094405880199,-4.24410050864966,3.56328496309017,1.57443704993709,2.80793557093061,-1.0234572566117,7.43002933516223,-3.3411629761321,4.45312980877223,-0.391748096801567,"AMRO"
-51.0228630723846,2.44624267008786,4.9613099592335,-0.384827519693747,-1.28582038864579,3.37359510944228,3.38808230283311,3.48302877173401,0.399816801571926,11.2426124264814,-5.43788275547028,5.15949831425791,1.83491037180885,"AMRO"
-50.3100247451039,2.13512873128398,4.71352326044523,-1.19994703139414,-2.50274872648082,1.87200170872527,3.87070072065348,2.01737869511265,-0.108784318619414,10.1359394980451,-7.42666731889847,2.77784508736009,2.9985513204832,"AMRO"
-49.9532510415942,3.74296620618333,5.22966055507953,0.595137814948936,-4.63381515920489,1.40734379985786,4.98913408767074,1.24359235691523,-3.37112346296049,6.86636275109788,-6.25277544134666,6.01060684273919,4.24265039311117,"AMRO"
-48.8212392489334,1.73994256916792,4.76989518992994,0.616063468755104,-2.38702633045354,1.97773244378591,4.47545412909052,3.08658046860737,-1.88274075335922,7.38506171301366,-6.5236641958233,5.02441654075645,2.54915840607146,"AMRO"
-50.0595324047908,3.47042076198955,4.21889602531528,-0.202245624286296,-3.92069915722479,1.28778209605546,5.1302752288534,0.61105454984251,0.420950568699411,10.6032033400258,-3.6327740528674,7.10901170800947,3.43051630577838,"AMRO"
-49.7289477878802,2.27551428243943,6.02907005027152,-1.30729339406819,-3.84228634393084,0.810884704103145,4.80158362219153,1.93614510797855,-1.90091818162575,9.10850186417485,-3.59218763232403,4.8629758933619,1.81009116652978,"AMRO"
-49.6875161072302,2.57328910918826,5.75433788704825,-1.22136769621901,-2.89509725912504,-1.12037772395201,1.16587668945774,0.747652749917631,-0.925306305435338,10.5645211414671,-3.0700663941012,7.15401132941836,4.80656502356213,"AMRO"
-50.3939933712566,3.98487879925569,4.93413728406967,1.07885457047296,-2.54786948655622,2.20364197603462,5.33319591671577,1.07050409471011,0.330323780836415,10.3314259905567,-5.52565235219621,7.72650006430908,3.60703569091438,"AMRO"
-51.8629397510914,4.25268648588655,4.84626047858528,0.66148617471332,-1.26645830716761,1.71018354214489,3.55384362375301,-0.0383588138300612,0.102930729614398,7.01316838099496,-4.85530153615494,3.66549974286802,2.35802391742825,"AMRO"
